,date,open,high,low,close,volume
39,2019-07-06 07:30:00,0.0037046,0.0037142,0.0036598,0.0036599,11343161.0
40,2019-07-06 08:00:00,0.00367,0.0036854,0.00362,0.0036568,22911063.0
41,2019-07-06 08:30:00,0.0036525,0.003654,0.0036193,0.0036193,9361934.0
42,2019-07-06 09:00:00,0.0036193,0.0036917,0.0036155,0.0036263,16778201.0
43,2019-07-06 09:30:00,0.0036263,0.0036518,0.0036104,0.0036387,6857671.0
44,2019-07-06 10:00:00,0.0036431,0.0036549,0.0036105,0.003637,14633820.0
45,2019-07-06 10:30:00,0.0036309,0.003645,0.003601,0.0036449,14879378.0
46,2019-07-06 11:00:00,0.0036308,0.0036403,0.0035901,0.0036245,9588946.0
47,2019-07-06 11:30:00,0.0036231,0.0036439,0.0036102,0.0036351,15568865.0
48,2019-07-06 12:00:00,0.0036317,0.0036385,0.0036102,0.0036237,10249441.0
49,2019-07-06 12:30:00,0.003625,0.00368,0.0036001,0.003638,25506317.0
50,2019-07-06 13:00:00,0.003627,0.0036421,0.0036103,0.0036267,7035862.0
51,2019-07-06 13:30:00,0.0036176,0.0036692,0.0035901,0.0036511,18684969.0
52,2019-07-06 14:00:00,0.0036511,0.0036659,0.0036211,0.0036283,11397239.0
53,2019-07-06 14:30:00,0.0036272,0.0036404,0.00359,0.0036193,21061900.0
54,2019-07-06 15:00:00,0.0036299,0.003655,0.0036,0.0036548,25097413.0
55,2019-07-06 15:30:00,0.0036549,0.00368,0.0036102,0.0036488,36315038.0
56,2019-07-06 16:00:00,0.0036451,0.0036696,0.0036151,0.0036467,11447995.0
57,2019-07-06 16:30:00,0.0036423,0.0036423,0.0035178,0.0035629,45569284.0
58,2019-07-06 17:00:00,0.003562,0.0035685,0.0035171,0.0035352,30019591.0
59,2019-07-06 17:30:00,0.0035409,0.0035527,0.003525,0.0035407,14640772.0
60,2019-07-06 18:00:00,0.0035407,0.0035602,0.003485,0.00351,23324281.0
61,2019-07-06 18:30:00,0.0035099,0.0035112,0.0034606,0.0034925,18480819.0
62,2019-07-06 19:00:00,0.0034903,0.0035109,0.0034661,0.0034992,7600054.0
63,2019-07-06 19:30:00,0.0034988,0.0035,0.003455,0.0034688,17511634.0
64,2019-07-06 20:00:00,0.003471,0.00348,0.00344,0.0034573,13034085.0
65,2019-07-06 20:30:00,0.0034541,0.0034847,0.0034418,0.003481,8854777.0
66,2019-07-06 21:00:00,0.003481,0.0034812,0.003435,0.0034487,15929821.0
67,2019-07-06 21:30:00,0.0034374,0.0034499,0.0034011,0.0034045,16805108.0
68,2019-07-06 22:00:00,0.0034011,0.0034349,0.0033652,0.003433,32974620.0
69,2019-07-06 22:30:00,0.0034263,0.0034668,0.0034195,0.0034446,20876916.0
70,2019-07-06 23:00:00,0.0034417,0.0034488,0.0034031,0.0034174,16319405.0
71,2019-07-06 23:30:00,0.0034203,0.0035353,0.0034161,0.0035,21136449.0
72,2019-07-07 00:00:00,0.003504,0.003504,0.0034204,0.0034808,27874153.0
73,2019-07-07 00:30:00,0.0034807,0.0034878,0.0034336,0.0034356,6187715.0
74,2019-07-07 01:00:00,0.0034356,0.0034549,0.0034,0.0034236,10679746.0
75,2019-07-07 01:30:00,0.0034171,0.0034696,0.0034162,0.0034519,11422010.0
76,2019-07-07 02:00:00,0.0034605,0.0034819,0.003427,0.0034819,7446401.0
77,2019-07-07 02:30:00,0.0034764,0.0035103,0.003465,0.003499,19065747.0
78,2019-07-07 03:00:00,0.0034982,0.0035239,0.003472,0.0034955,7483886.0
79,2019-07-07 03:30:00,0.0034887,0.0034889,0.00346,0.00348,6019392.0
80,2019-07-07 04:00:00,0.0034721,0.0035088,0.0034351,0.0035088,7579237.0
81,2019-07-07 04:30:00,0.0035002,0.0035051,0.0034606,0.0035029,16912892.0
82,2019-07-07 05:00:00,0.0035029,0.0035099,0.0034617,0.0034699,25076351.0
83,2019-07-07 05:30:00,0.0034857,0.0034857,0.0034582,0.0034717,3558260.0
84,2019-07-07 06:00:00,0.0034717,0.0035096,0.0034664,0.0035077,5264007.0
85,2019-07-07 06:30:00,0.003501,0.0035576,0.0034844,0.0035043,13161184.0
86,2019-07-07 07:00:00,0.0035097,0.003525,0.0035014,0.0035195,5804863.0
87,2019-07-07 07:30:00,0.0035263,0.0035439,0.0035106,0.00353,5768934.0
88,2019-07-07 08:00:00,0.00353,0.00353,0.0035014,0.0035104,11256186.0
89,2019-07-07 08:30:00,0.0035108,0.003547,0.0035014,0.0035353,12044817.0
90,2019-07-07 09:00:00,0.0035352,0.0035419,0.0035238,0.0035301,3731206.0
91,2019-07-07 09:30:00,0.0035257,0.0035407,0.0035169,0.0035322,3128261.0
92,2019-07-07 10:00:00,0.0035322,0.0035618,0.0035105,0.0035452,24961799.0
93,2019-07-07 10:30:00,0.0035452,0.0035452,0.0035237,0.0035294,5216640.0
94,2019-07-07 11:00:00,0.0035244,0.0035266,0.0034761,0.0035061,28329555.0
95,2019-07-07 11:30:00,0.0035087,0.0035239,0.0034818,0.0035004,7467755.0
96,2019-07-07 12:00:00,0.003497,0.0035163,0.003476,0.00348,15920486.0
97,2019-07-07 12:30:00,0.0034911,0.0035,0.00347,0.003486,8025547.0
98,2019-07-07 13:00:00,0.003486,0.0034978,0.00345,0.0034741,12639019.0
99,2019-07-07 13:30:00,0.0034741,0.0034909,0.003451,0.0034745,12151641.0
100,2019-07-07 14:00:00,0.00348,0.003515,0.00348,0.0034997,3327780.0
101,2019-07-07 14:30:00,0.0034997,0.00351,0.0034905,0.0034919,7268206.0
102,2019-07-07 15:00:00,0.0034919,0.0034999,0.0034881,0.0034881,7645843.0
103,2019-07-07 15:30:00,0.0034922,0.0035083,0.0034601,0.0034601,12467246.0
104,2019-07-07 16:00:00,0.0034607,0.0034706,0.0034399,0.00346,11553568.0
105,2019-07-07 16:30:00,0.0034575,0.00347,0.0034412,0.0034601,8082463.0
106,2019-07-07 17:00:00,0.0034601,0.003507,0.003455,0.0034939,8724631.0
107,2019-07-07 17:30:00,0.0035,0.00365,0.003491,0.0036048,36672410.0
108,2019-07-07 18:00:00,0.0036048,0.0036048,0.0035204,0.0035433,23200851.0
109,2019-07-07 18:30:00,0.003536,0.003536,0.0035045,0.003527,18326380.0
110,2019-07-07 19:00:00,0.003527,0.0035464,0.0035138,0.003546,4157034.0
111,2019-07-07 19:30:00,0.0035386,0.0035745,0.0035194,0.0035459,7457184.0
112,2019-07-07 20:00:00,0.0035459,0.0035999,0.00354,0.0035498,19687696.0
113,2019-07-07 20:30:00,0.0035501,0.0035614,0.0035368,0.0035534,4995292.0
114,2019-07-07 21:00:00,0.0035503,0.0035817,0.0035435,0.0035631,5968959.0
115,2019-07-07 21:30:00,0.0035637,0.0035698,0.003546,0.0035649,5521403.0
116,2019-07-07 22:00:00,0.00357,0.0035854,0.0035481,0.0035481,5791008.0
117,2019-07-07 22:30:00,0.0035542,0.0035542,0.0035288,0.0035288,6588690.0
118,2019-07-07 23:00:00,0.0035288,0.0035445,0.0035214,0.0035368,5633545.0
119,2019-07-07 23:30:00,0.0035302,0.0035527,0.0035268,0.0035377,3366113.0
120,2019-07-08 00:00:00,0.0035378,0.0035618,0.0035378,0.0035448,5096908.0
121,2019-07-08 00:30:00,0.0035596,0.0035596,0.0035248,0.0035306,3563005.0
122,2019-07-08 01:00:00,0.0035306,0.0035378,0.0035071,0.0035288,7831971.0
123,2019-07-08 01:30:00,0.0035288,0.0035465,0.0035287,0.0035403,6477393.0
124,2019-07-08 02:00:00,0.0035393,0.0035393,0.0035113,0.0035113,3142547.0
125,2019-07-08 02:30:00,0.0035151,0.0035241,0.0035111,0.0035231,1187034.0
126,2019-07-08 03:00:00,0.0035111,0.0035138,0.00348,0.00348,7268171.0
127,2019-07-08 03:30:00,0.0034899,0.0035112,0.0034806,0.0034846,3039848.0
128,2019-07-08 04:00:00,0.0034846,0.0035063,0.00347,0.0034981,4432168.0
129,2019-07-08 04:30:00,0.0035034,0.003505,0.0034864,0.0034895,2447694.0
130,2019-07-08 05:00:00,0.0034901,0.0035,0.0034793,0.0034854,8002009.0
131,2019-07-08 05:30:00,0.0034909,0.0034909,0.0034787,0.0034793,1179587.0
132,2019-07-08 06:00:00,0.0034782,0.0034793,0.0034262,0.0034527,9963780.0
133,2019-07-08 06:30:00,0.0034526,0.0034669,0.0034323,0.0034657,5060423.0
134,2019-07-08 07:00:00,0.0034569,0.0034823,0.0034569,0.0034739,3727473.0
135,2019-07-08 07:30:00,0.0034739,0.0034805,0.0034648,0.0034689,1531897.0
136,2019-07-08 08:00:00,0.0034723,0.0034732,0.0034539,0.00347,3537281.0
137,2019-07-08 08:30:00,0.0034645,0.0034993,0.003457,0.0034993,5129549.0
138,2019-07-08 09:00:00,0.0034993,0.003545,0.0034993,0.0035262,39636811.0
139,2019-07-08 09:30:00,0.003524,0.0035312,0.0035105,0.0035112,6326896.0
140,2019-07-08 10:00:00,0.0035121,0.00353,0.0035028,0.0035103,3784743.0
141,2019-07-08 10:30:00,0.0035278,0.00355,0.0035117,0.0035393,7814549.0
142,2019-07-08 11:00:00,0.0035393,0.0035439,0.0035253,0.003526,6370169.0
143,2019-07-08 11:30:00,0.0035381,0.0035544,0.00352,0.003549,7402465.0
144,2019-07-08 12:00:00,0.0035403,0.003556,0.0035247,0.0035247,4236408.0
145,2019-07-08 12:30:00,0.0035236,0.0035411,0.0035236,0.0035339,3101532.0
146,2019-07-08 13:00:00,0.0035339,0.0035378,0.0035075,0.0035249,1593517.0
147,2019-07-08 13:30:00,0.0035196,0.0035249,0.0034989,0.0034989,4838332.0
148,2019-07-08 14:00:00,0.003494,0.0035041,0.0034,0.0035041,14300485.0
149,2019-07-08 14:30:00,0.0035041,0.003515,0.0034721,0.0034804,6257976.0
150,2019-07-08 15:00:00,0.0034804,0.0034924,0.0034558,0.0034562,8957217.0
151,2019-07-08 15:30:00,0.0034563,0.0034736,0.0034563,0.0034706,4181883.0
152,2019-07-08 16:00:00,0.0034713,0.0034736,0.0034656,0.00347,3379198.0
153,2019-07-08 16:30:00,0.0034701,0.0034726,0.0034603,0.0034725,2963487.0
154,2019-07-08 17:00:00,0.0034725,0.0034823,0.0034647,0.0034663,6381641.0
155,2019-07-08 17:30:00,0.0034663,0.00348,0.0034663,0.00348,1901308.0
156,2019-07-08 18:00:00,0.00348,0.0034801,0.0034682,0.0034731,1429538.0
157,2019-07-08 18:30:00,0.003475,0.0034776,0.0034695,0.0034696,3571534.0
158,2019-07-08 19:00:00,0.0034768,0.0034769,0.0034378,0.0034489,10286085.0
159,2019-07-08 19:30:00,0.0034422,0.0035255,0.0034379,0.0035038,20846725.0
160,2019-07-08 20:00:00,0.0035039,0.0035039,0.0034647,0.0034718,11574002.0
161,2019-07-08 20:30:00,0.0034738,0.0034738,0.0034599,0.0034687,6437250.0
162,2019-07-08 21:00:00,0.0034706,0.0034802,0.003441,0.0034793,7846492.0
163,2019-07-08 21:30:00,0.0034787,0.0035084,0.0034783,0.0035011,4228121.0
164,2019-07-08 22:00:00,0.0035082,0.0035209,0.0034936,0.0034958,4277773.0
165,2019-07-08 22:30:00,0.0034992,0.0034992,0.00346,0.0034652,10649347.0
166,2019-07-08 23:00:00,0.0034683,0.0034838,0.0034656,0.0034741,9074182.0
167,2019-07-08 23:30:00,0.0034702,0.0034703,0.0034579,0.003458,2177284.0
168,2019-07-09 00:00:00,0.003462,0.0034688,0.00346,0.0034688,3055715.0
169,2019-07-09 00:30:00,0.0034664,0.0034918,0.0034512,0.0034691,4845675.0
170,2019-07-09 01:00:00,0.0034658,0.0034825,0.003442,0.0034825,5334999.0
171,2019-07-09 01:30:00,0.0034719,0.003491,0.0034502,0.0034691,5648520.0
172,2019-07-09 02:00:00,0.0034762,0.003582,0.0034762,0.0035197,21671884.0
173,2019-07-09 02:30:00,0.0035219,0.0035363,0.003495,0.0035102,5798548.0
174,2019-07-09 03:00:00,0.00351,0.003556,0.00348,0.0035047,8800292.0
175,2019-07-09 03:30:00,0.0035073,0.0035439,0.0034887,0.0035315,8642064.0
176,2019-07-09 04:00:00,0.0035298,0.0035298,0.0035059,0.0035143,4486555.0
177,2019-07-09 04:30:00,0.0035143,0.0035143,0.0034899,0.0034992,6551362.0
178,2019-07-09 05:00:00,0.0035047,0.0035174,0.0034927,0.0035024,4408061.0
179,2019-07-09 05:30:00,0.0035092,0.0035291,0.003501,0.0035214,2398365.0
180,2019-07-09 06:00:00,0.0035297,0.003531,0.0035084,0.003512,1005639.0
181,2019-07-09 06:30:00,0.003512,0.0035378,0.0035111,0.0035204,2171098.0
182,2019-07-09 07:00:00,0.0035204,0.0035232,0.003501,0.0035121,9388916.0
183,2019-07-09 07:30:00,0.0035121,0.0035181,0.0034578,0.0034752,5696061.0
184,2019-07-09 08:00:00,0.0034779,0.0034885,0.003474,0.00348,3681396.0
185,2019-07-09 08:30:00,0.0034743,0.0035045,0.0034742,0.0034822,2588532.0
186,2019-07-09 09:00:00,0.0034822,0.0034822,0.0034607,0.0034803,1871999.0
187,2019-07-09 09:30:00,0.0034818,0.0035,0.003475,0.0035,1479791.0
188,2019-07-09 10:00:00,0.0034965,0.0034965,0.0033749,0.0033882,29563972.0
189,2019-07-09 10:30:00,0.0033882,0.00344,0.0033564,0.003435,15677968.0
190,2019-07-09 11:00:00,0.0034324,0.0034385,0.0034063,0.0034163,6556877.0
191,2019-07-09 11:30:00,0.0034064,0.0034102,0.0034013,0.0034088,1191832.0
192,2019-07-09 12:00:00,0.0034013,0.0034404,0.0034011,0.003438,6413389.0
193,2019-07-09 12:30:00,0.0034399,0.003449,0.0033986,0.003449,7065149.0
194,2019-07-09 13:00:00,0.003446,0.003449,0.0034322,0.00344,996297.0
195,2019-07-09 13:30:00,0.0034401,0.0034405,0.0034013,0.0034194,3631174.0
196,2019-07-09 14:00:00,0.0034194,0.0034397,0.0034178,0.0034379,984279.0
197,2019-07-09 14:30:00,0.003431,0.0034327,0.0034158,0.0034265,4131920.0
198,2019-07-09 15:00:00,0.0034213,0.0034308,0.003407,0.0034302,3228592.0
199,2019-07-09 15:30:00,0.0034302,0.0034446,0.0034153,0.0034399,6185648.0
200,2019-07-09 16:00:00,0.003429,0.003475,0.0034281,0.0034667,8409317.0
201,2019-07-09 16:30:00,0.0034741,0.0035138,0.0034298,0.0034411,11900768.0
202,2019-07-09 17:00:00,0.0034411,0.0034683,0.0034324,0.0034527,3796405.0
203,2019-07-09 17:30:00,0.0034515,0.0034984,0.0034505,0.0034877,4356360.0
204,2019-07-09 18:00:00,0.0034851,0.00349,0.0034678,0.0034765,2420966.0
205,2019-07-09 18:30:00,0.0034753,0.0034753,0.0034499,0.0034528,2404365.0
206,2019-07-09 19:00:00,0.0034528,0.003491,0.0034444,0.0034604,5757514.0
207,2019-07-09 19:30:00,0.0034672,0.003488,0.0034325,0.0034772,3963377.0
208,2019-07-09 20:00:00,0.0034771,0.0034771,0.0034443,0.00345,1012790.0
209,2019-07-09 20:30:00,0.00345,0.00345,0.00341,0.003428,6245737.0
210,2019-07-09 21:00:00,0.0034298,0.0034979,0.003428,0.0034979,3208059.0
211,2019-07-09 21:30:00,0.0034932,0.0034967,0.0034488,0.0034488,885330.0
212,2019-07-09 22:00:00,0.0034494,0.0034607,0.0034488,0.0034566,552094.0
213,2019-07-09 22:30:00,0.0034566,0.0034569,0.0034371,0.0034501,541067.0
214,2019-07-09 23:00:00,0.00345,0.0034626,0.0034442,0.0034442,410190.0
215,2019-07-09 23:30:00,0.0034481,0.0034621,0.0034441,0.0034545,2358674.0
216,2019-07-10 00:00:00,0.0034576,0.0035,0.0034512,0.0034733,2783484.0
217,2019-07-10 00:30:00,0.0034765,0.0034832,0.0034672,0.0034811,2662994.0
218,2019-07-10 01:00:00,0.003484,0.0035034,0.0034782,0.0035004,3946173.0
219,2019-07-10 01:30:00,0.003505,0.0035053,0.0034787,0.0034857,3300409.0
220,2019-07-10 02:00:00,0.0034927,0.0035263,0.0034906,0.0035054,7159418.0
221,2019-07-10 02:30:00,0.0035054,0.0035123,0.0034875,0.0035048,1385727.0
222,2019-07-10 03:00:00,0.0034998,0.0034998,0.0034571,0.0034571,1793731.0
223,2019-07-10 03:30:00,0.0034654,0.003475,0.0034545,0.0034705,2187504.0
224,2019-07-10 04:00:00,0.0034706,0.0034825,0.003451,0.0034532,2780811.0
225,2019-07-10 04:30:00,0.0034596,0.0034903,0.0034596,0.0034795,1672334.0
226,2019-07-10 05:00:00,0.0034801,0.0035034,0.0034661,0.0034939,1828596.0
227,2019-07-10 05:30:00,0.003501,0.0035294,0.0035005,0.0035189,4878232.0
228,2019-07-10 06:00:00,0.0035246,0.003525,0.0035025,0.0035025,4492891.0
229,2019-07-10 06:30:00,0.0035053,0.003513,0.0035011,0.0035076,3197061.0
230,2019-07-10 07:00:00,0.003508,0.0035239,0.0034965,0.0034965,5185098.0
231,2019-07-10 07:30:00,0.0035078,0.0035078,0.00349,0.0034918,1438330.0
232,2019-07-10 08:00:00,0.0034918,0.0035,0.0034845,0.0034999,3183790.0
233,2019-07-10 08:30:00,0.0034999,0.0035175,0.0034999,0.003515,2721611.0
234,2019-07-10 09:00:00,0.0035139,0.0035291,0.0034888,0.003515,13806161.0
235,2019-07-10 09:30:00,0.0035157,0.0035173,0.0035003,0.0035107,4416212.0
236,2019-07-10 10:00:00,0.0035105,0.0035294,0.0035006,0.0035265,3581668.0
237,2019-07-10 10:30:00,0.0035224,0.0035293,0.0034985,0.0035212,5129406.0
238,2019-07-10 11:00:00,0.0035136,0.0035148,0.0034957,0.0035034,4631204.0
239,2019-07-10 11:30:00,0.003504,0.0035186,0.0034766,0.0034843,3080363.0
240,2019-07-10 12:00:00,0.0034843,0.0034998,0.0034772,0.0034923,1992037.0
241,2019-07-10 12:30:00,0.0034902,0.003491,0.0034648,0.0034909,2870074.0
242,2019-07-10 13:00:00,0.003489,0.0035215,0.0034783,0.0035215,2398238.0
243,2019-07-10 13:30:00,0.0035222,0.003523,0.0035041,0.0035041,2659702.0
244,2019-07-10 14:00:00,0.0035019,0.0035019,0.0034273,0.0034428,6856404.0
245,2019-07-10 14:30:00,0.003448,0.00347,0.0034353,0.0034353,9219927.0
246,2019-07-10 15:00:00,0.0034379,0.0034429,0.00333,0.0033537,29575443.0
247,2019-07-10 15:30:00,0.003354,0.0034133,0.0033485,0.0033566,8439963.0
248,2019-07-10 16:00:00,0.0033562,0.0033811,0.0033413,0.00335,5764278.0
249,2019-07-10 16:30:00,0.0033545,0.0033545,0.003329,0.0033393,3819002.0
250,2019-07-10 17:00:00,0.0033392,0.0033524,0.0033392,0.0033524,3010758.0
251,2019-07-10 17:30:00,0.003354,0.0033647,0.0033223,0.0033506,4203510.0
252,2019-07-10 18:00:00,0.003344,0.0033505,0.0033,0.0033323,7347645.0
253,2019-07-10 18:30:00,0.0033324,0.003339,0.003321,0.0033267,1648508.0
254,2019-07-10 19:00:00,0.0033234,0.00335,0.0033179,0.003349,2078919.0
255,2019-07-10 19:30:00,0.0033402,0.0033794,0.0033155,0.0033778,8990387.0
256,2019-07-10 20:00:00,0.0033769,0.0033769,0.003251,0.0032704,14150983.0
257,2019-07-10 20:30:00,0.0032759,0.0034287,0.0032672,0.0033722,16097313.0
258,2019-07-10 21:00:00,0.0033722,0.0033722,0.0033011,0.003312,8718769.0
259,2019-07-10 21:30:00,0.003321,0.003354,0.0033021,0.0033511,3090048.0
260,2019-07-10 22:00:00,0.003354,0.0033625,0.0033294,0.0033544,1802416.0
261,2019-07-10 22:30:00,0.0033547,0.0033547,0.0033305,0.0033501,2792619.0
262,2019-07-10 23:00:00,0.0033436,0.0033501,0.0033372,0.0033374,876328.0
263,2019-07-10 23:30:00,0.0033346,0.00335,0.0033226,0.0033421,1628387.0
264,2019-07-11 00:00:00,0.0033358,0.0033395,0.0032731,0.0033053,3756127.0
265,2019-07-11 00:30:00,0.0033055,0.0033055,0.0032547,0.0032995,2213771.0
266,2019-07-11 01:00:00,0.0033016,0.0033148,0.0032966,0.0033077,670287.0
267,2019-07-11 01:30:00,0.0033067,0.0033131,0.0033027,0.0033074,902850.0
268,2019-07-11 02:00:00,0.0033078,0.0033148,0.0032931,0.0032985,3831839.0
269,2019-07-11 02:30:00,0.0032971,0.0033204,0.00329,0.0033051,3611096.0
270,2019-07-11 03:00:00,0.0033037,0.0033113,0.0032641,0.0032641,1057919.0
271,2019-07-11 03:30:00,0.003268,0.0032706,0.0032097,0.0032544,11412186.0
272,2019-07-11 04:00:00,0.0032468,0.0032567,0.0031466,0.0031574,11939886.0
273,2019-07-11 04:30:00,0.00316,0.0031723,0.0031164,0.0031432,8388014.0
274,2019-07-11 05:00:00,0.0031432,0.0031805,0.0031411,0.00317,7440552.0
275,2019-07-11 05:30:00,0.0031619,0.0031809,0.0031475,0.0031652,3815556.0
276,2019-07-11 06:00:00,0.003162,0.0031647,0.00313,0.00313,9332626.0
277,2019-07-11 06:30:00,0.0031304,0.0031702,0.0031161,0.0031701,3118144.0
278,2019-07-11 07:00:00,0.0031701,0.0031863,0.0031601,0.00318,4539846.0
279,2019-07-11 07:30:00,0.003174,0.0031877,0.0031624,0.0031815,2337708.0
280,2019-07-11 08:00:00,0.00318,0.0032224,0.00317,0.0031924,2647222.0
281,2019-07-11 08:30:00,0.0031908,0.0031908,0.0031487,0.0031487,1152974.0
282,2019-07-11 09:00:00,0.0031487,0.0031762,0.0031404,0.0031404,3097213.0
283,2019-07-11 09:30:00,0.0031541,0.0031603,0.003143,0.0031508,968200.0
284,2019-07-11 10:00:00,0.0031589,0.003159,0.0031359,0.003137,1018281.0
285,2019-07-11 10:30:00,0.0031387,0.0031537,0.0031206,0.0031381,1710352.0
286,2019-07-11 11:00:00,0.0031544,0.0031979,0.0031475,0.0031932,2083071.0
287,2019-07-11 11:30:00,0.0031944,0.0032,0.0031838,0.0031984,2198470.0
288,2019-07-11 12:00:00,0.0031984,0.0032386,0.0031984,0.0032246,4768193.0
289,2019-07-11 12:30:00,0.0032257,0.0032264,0.0031764,0.0031841,3321000.0
290,2019-07-11 13:00:00,0.0031841,0.0032213,0.0031816,0.0032095,2860018.0
291,2019-07-11 13:30:00,0.00321,0.0032183,0.0031967,0.0032058,1641851.0
292,2019-07-11 14:00:00,0.0031985,0.003209,0.0031682,0.0031696,1840322.0
293,2019-07-11 14:30:00,0.0031742,0.0031967,0.003164,0.0031811,3488215.0
294,2019-07-11 15:00:00,0.0031761,0.0031941,0.0031635,0.0031681,2469109.0
295,2019-07-11 15:30:00,0.0031658,0.0031858,0.0031186,0.0031531,6447458.0
296,2019-07-11 16:00:00,0.0031369,0.0032201,0.0031287,0.0032201,10279628.0
297,2019-07-11 16:30:00,0.00322,0.0032772,0.0032187,0.0032655,11993331.0
298,2019-07-11 17:00:00,0.003264,0.0032772,0.0032426,0.0032453,2518424.0
299,2019-07-11 17:30:00,0.0032514,0.0032514,0.0032275,0.0032334,691835.0
300,2019-07-11 18:00:00,0.0032295,0.0032334,0.0032121,0.0032272,711611.0
301,2019-07-11 18:30:00,0.0032183,0.0032253,0.0031921,0.0032137,2592321.0
302,2019-07-11 19:00:00,0.0032107,0.0032108,0.003185,0.0031874,3263048.0
303,2019-07-11 19:30:00,0.0031958,0.0032197,0.0031876,0.0032063,716936.0
304,2019-07-11 20:00:00,0.0032102,0.0032102,0.0031053,0.0031184,8047450.0
305,2019-07-11 20:30:00,0.0031184,0.0031427,0.0030909,0.0031404,6399738.0
306,2019-07-11 21:00:00,0.0031209,0.0032457,0.0031103,0.0032245,15881905.0
307,2019-07-11 21:30:00,0.0032269,0.003251,0.0032226,0.0032474,6169796.0
308,2019-07-11 22:00:00,0.0032474,0.0032565,0.0032396,0.0032496,4317217.0
309,2019-07-11 22:30:00,0.0032467,0.0032548,0.0032408,0.0032451,3550734.0
310,2019-07-11 23:00:00,0.0032407,0.0032407,0.0031843,0.0031989,3250525.0
311,2019-07-11 23:30:00,0.0032106,0.0032239,0.003196,0.003209,2346539.0
312,2019-07-12 00:00:00,0.0032105,0.0032386,0.0031923,0.0032324,3205206.0
313,2019-07-12 00:30:00,0.0032428,0.0032708,0.0032428,0.0032481,3768426.0
314,2019-07-12 01:00:00,0.0032457,0.0032576,0.0032352,0.0032364,2310696.0
